id;elemento1;elemento2;title;artist;track01;track02;track03;duplicata
1;1858;9637;1.0;1.0;1.0;1.0;1.0;true
2;2004;3710;1.0;1.0;1.0;1.0;1.0;true
3;2187;2418;1.0;1.0;1.0;1.0;1.0;true
4;10314;2427;0.9375;0.7333333492279053;0.9375;0.9473684430122375;1.0;true
5;2807;7064;0.9230769276618958;1.0;1.0;1.0;1.0;true
6;3096;3123;0.9523809552192688;0.8095238208770752;1.0;1.0;0.96875;true
7;3670;8151;1.0;1.0;0.7692307829856873;0.6363636255264282;0.6666666269302368;true
8;4179;4911;1.0;1.0;0.8888888955116272;0.800000011920929;0.5;true
9;4851;7708;1.0;1.0;1.0;1.0;1.0;true
10;6102;9115;1.0;0.7777777910232544;1.0;1.0;0.9523809552192688;true
11;6162;10449;1.0;0.75;1.0;1.0;1.0;true
12;6210;11531;0.0;0.1111111044883728;1.0;1.0;1.0;true
13;6246;10301;1.0;1.0;1.0;0.8571428656578064;1.0;true
14;6272;7460;1.0;1.0;1.0;1.0;1.0;true
15;6272;8578;1.0;0.6363636255264282;0.6428571343421936;0.6666666269302368;0.7916666865348816;true
16;6314;8464;1.0;1.0;0.8947368264198303;0.782608687877655;0.9032257795333862;true
17;6316;7311;1.0;1.0;1.0;1.0;1.0;true
18;6339;7517;1.0;1.0;1.0;1.0;1.0;true
19;6354;8424;0.3333333134651184;1.0;1.0;0.9333333373069763;1.0;true
20;6358;9694;0.95652174949646;1.0;0.9230769276618958;1.0;1.0;true
21;6374;9777;0.3333333134651184;1.0;0.1428571343421936;0.125;0.6666666269302368;true
22;6382;7920;1.0;1.0;1.0;0.75;1.0;true
23;6382;8494;0.9333333373069763;0.8571428656578064;1.0;1.0;1.0;true
24;6413;7975;0.6451612710952759;1.0;1.0;1.0;0.9285714030265808;true
25;6423;7428;0.25;0.3636363744735718;0.15789473056793213;0.1904761791229248;0.2857142686843872;true
26;6506;6952;0.6829268336296082;0.75;0.8095238208770752;0.7599999904632568;0.800000011920929;true
27;6547;6741;1.0;1.0;0.9285714030265808;0.800000011920929;0.8571428656578064;true
28;6562;8870;0.75;0.800000011920929;1.0;1.0;1.0;true
29;6568;9557;1.0;1.0;1.0;1.0;1.0;true
30;6620;7622;0.8571428656578064;1.0;0.6666666269302368;0.11764705181121826;0.09090906381607056;true
31;6620;8349;0.8571428656578064;1.0;0.6190476417541504;0.11764705181121826;0.09090906381607056;true
32;6663;6665;1.0;1.0;0.9090908765792847;1.0;1.0;true
33;6719;8453;1.0;1.0;1.0;1.0;1.0;true
34;6722;7707;1.0;1.0;1.0;1.0;1.0;true
35;6737;7722;1.0;1.0;1.0;1.0;0.9411764740943909;true
36;6740;9193;0.9230769276618958;1.0;1.0;1.0;0.8235294222831726;true
37;6756;8537;0.8333333134651184;0.19999998807907104;1.0;0.9285714030265808;1.0;true
38;6761;10361;0.8888888955116272;1.0;0.699999988079071;0.6666666269302368;0.7647058963775635;true
39;6761;7869;0.6666666269302368;1.0;0.699999988079071;0.6666666269302368;0.8235294222831726;true
40;6771;8507;1.0;1.0;1.0;1.0;1.0;true
41;6788;7563;0.5757575631141663;1.0;0.15789473056793213;0.21052628755569458;0.21052628755569458;true
42;6798;9068;0.1388888955116272;1.0;0.5909091234207153;0.7647058963775635;0.8181818127632141;true
43;6802;7794;0.9166666865348816;1.0;0.9142857193946838;0.75;0.9166666865348816;true
44;6802;8890;0.9166666865348816;1.0;0.9428571462631226;1.0;0.9166666865348816;true
45;6802;9063;1.0;1.0;1.0;1.0;1.0;true
46;6811;7429;0.7777777910232544;1.0;0.9130434989929199;1.0;1.0;true
47;6858;10230;0.8461538553237915;0.9090908765792847;1.0;1.0;1.0;true
48;6858;10383;0.9230769276618958;0.9090908765792847;1.0;0.8666666746139526;0.875;true
49;6858;7653;0.7692307829856873;0.9090908765792847;0.7777777910232544;0.8666666746139526;0.875;true
50;6858;7852;0.9230769276618958;0.9090908765792847;1.0;0.8666666746139526;0.875;true
51;6858;8029;0.9230769276618958;0.9090908765792847;1.0;0.8666666746139526;0.875;true
52;6919;8060;0.8333333134651184;0.875;1.0;1.0;1.0;true
53;6922;9161;1.0;1.0;0.8181818127632141;0.800000011920929;0.7142857313156128;true
54;6925;6926;0.9166666865348816;1.0;1.0;1.0;0.9655172228813171;true
55;6944;7731;0.44117647409439087;0.800000011920929;0.800000011920929;0.9285714030265808;0.9166666865348816;true
56;6944;9868;1.0;1.0;1.0;0.9285714030265808;0.9166666865348816;true
57;6948;7365;0.9599999785423279;1.0;1.0;0.9047619104385376;1.0;true
58;6992;7802;0.761904776096344;1.0;0.7333333492279053;1.0;0.5882352590560913;true
59;7008;8831;1.0;1.0;1.0;1.0;1.0;true
